,,,,,,,,,,,,,,,,,,,,,,,,,
Market Snapshot,,,,,,,,,,,,,,,,,,,,,,,,,
Date: 19-04-2025 to 19-05-2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Hour,Time Block,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,,,,,,,,,,,,,,,,,,
13-05-2025,20,19:30 - 19:45,13859.90,2694.20,2486.20,2486.20,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,20,19:45 - 20:00,14432.30,2525.40,2317.39,2317.39,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,21,20:00 - 20:15,16016.70,2664.50,2464.48,2464.48,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,21,20:15 - 20:30,16147.90,2757.00,2556.98,2556.98,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,21,20:30 - 20:45,15941.50,2629.90,2429.90,2429.90,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,21,20:45 - 21:00,16161.60,2639.90,2439.88,2439.88,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,22,21:00 - 21:15,16446.80,2510.10,2410.10,2410.10,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,22,21:15 - 21:30,16115.30,2632.50,2532.50,2532.50,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,22,21:30 - 21:45,16371.40,2550.90,2450.90,2450.90,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,22,21:45 - 22:00,16524.40,2515.10,2415.10,2415.10,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,23,22:00 - 22:15,16904.10,2231.80,2131.80,2131.80,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,23,22:15 - 22:30,17203.80,1975.90,1875.90,1875.90,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,23,22:30 - 22:45,17669.40,1616.10,1516.10,1516.10,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,23,22:45 - 23:00,17835.00,1449.10,1349.08,1349.08,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,24,23:00 - 23:15,17735.00,1507.40,1407.40,1407.40,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,24,23:15 - 23:30,18009.50,1541.70,1441.70,1441.70,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,24,23:30 - 23:45,17753.40,1646.90,1546.90,1546.90,10000.00,,,,,,,,,,,,,,,,,,
13-05-2025,24,23:45 - 24:00,17688.90,1635.90,1535.90,1535.90,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,1,00:00 - 00:15,16817.40,1790.10,1740.08,1740.08,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,1,00:15 - 00:30,16165.50,1975.00,1925.00,1925.00,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,1,00:30 - 00:45,15706.10,2046.10,1946.09,1946.09,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,1,00:45 - 01:00,15129.40,2241.80,2141.80,2141.80,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,2,01:00 - 01:15,14003.30,2961.40,2811.39,2811.39,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,2,01:15 - 01:30,13476.60,3089.20,2939.20,2939.20,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,2,01:30 - 01:45,12970.10,3259.30,3059.29,3059.29,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,2,01:45 - 02:00,13079.70,3528.30,3328.29,3328.29,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,3,02:00 - 02:15,12233.70,3954.80,3698.20,3698.20,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,3,02:15 - 02:30,11847.10,4220.10,3963.50,3963.50,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,3,02:30 - 02:45,11672.30,4503.60,4247.00,4247.00,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,3,02:45 - 03:00,11273.00,4706.20,4199.90,4199.90,8999.91,,,,,,,,,,,,,,,,,,
14-05-2025,4,03:00 - 03:15,11666.00,5473.80,4512.80,4512.80,5499.98,,,,,,,,,,,,,,,,,,
14-05-2025,4,03:15 - 03:30,11352.20,5620.40,4221.50,4221.50,5499.08,,,,,,,,,,,,,,,,,,
14-05-2025,4,03:30 - 03:45,10986.60,5611.80,4145.00,4145.00,4500.67,,,,,,,,,,,,,,,,,,
14-05-2025,4,03:45 - 04:00,10698.30,5889.50,4182.00,4182.00,4439.71,,,,,,,,,,,,,,,,,,
14-05-2025,5,04:00 - 04:15,10349.20,5955.70,3920.40,3920.40,4433.26,,,,,,,,,,,,,,,,,,
14-05-2025,5,04:15 - 04:30,10430.90,5915.30,4136.60,4136.60,4439.36,,,,,,,,,,,,,,,,,,
14-05-2025,5,04:30 - 04:45,10288.50,5895.70,4379.60,4379.60,4498.99,,,,,,,,,,,,,,,,,,
14-05-2025,5,04:45 - 05:00,10031.10,5889.00,4110.30,4110.30,4498.20,,,,,,,,,,,,,,,,,,
14-05-2025,6,05:00 - 05:15,9438.20,7201.00,4198.90,4198.90,3649.64,,,,,,,,,,,,,,,,,,
14-05-2025,6,05:15 - 05:30,9692.20,7181.60,4408.60,4408.60,4066.24,,,,,,,,,,,,,,,,,,
14-05-2025,6,05:30 - 05:45,9837.80,7008.20,4443.60,4443.60,4409.57,,,,,,,,,,,,,,,,,,
14-05-2025,6,05:45 - 06:00,9932.40,6906.60,4544.80,4544.80,4439.43,,,,,,,,,,,,,,,,,,
14-05-2025,7,06:00 - 06:15,9887.20,7528.20,5449.50,5449.50,4500.38,,,,,,,,,,,,,,,,,,
14-05-2025,7,06:15 - 06:30,10067.80,8721.50,5621.60,5621.60,4379.96,,,,,,,,,,,,,,,,,,
14-05-2025,7,06:30 - 06:45,9052.40,9624.20,4777.90,4777.90,3971.55,,,,,,,,,,,,,,,,,,
14-05-2025,7,06:45 - 07:00,8361.40,11326.90,4517.24,4517.24,3620.68,,,,,,,,,,,,,,,,,,
14-05-2025,8,07:00 - 07:15,8038.50,13414.70,4672.35,4672.35,3470.60,,,,,,,,,,,,,,,,,,
14-05-2025,8,07:15 - 07:30,7668.30,15224.00,4546.30,4546.30,3269.66,,,,,,,,,,,,,,,,,,
14-05-2025,8,07:30 - 07:45,6655.20,16956.60,4453.32,4453.32,2900.32,,,,,,,,,,,,,,,,,,
14-05-2025,8,07:45 - 08:00,6409.40,18123.10,4807.10,4807.10,2750.36,,,,,,,,,,,,,,,,,,
14-05-2025,9,08:00 - 08:15,6303.60,20805.60,4513.30,4513.30,2500.25,,,,,,,,,,,,,,,,,,
14-05-2025,9,08:15 - 08:30,7183.50,22385.70,4521.47,4521.47,2500.14,,,,,,,,,,,,,,,,,,
14-05-2025,9,08:30 - 08:45,7204.10,23235.30,4574.60,4574.60,2466.10,,,,,,,,,,,,,,,,,,
14-05-2025,9,08:45 - 09:00,7324.00,24331.50,5044.65,5044.65,2400.43,,,,,,,,,,,,,,,,,,
14-05-2025,10,09:00 - 09:15,7452.70,23956.70,4544.10,4544.10,2400.96,,,,,,,,,,,,,,,,,,
14-05-2025,10,09:15 - 09:30,7496.60,23623.10,4566.00,4566.00,2499.31,,,,,,,,,,,,,,,,,,
14-05-2025,10,09:30 - 09:45,7133.10,24700.70,4643.00,4643.00,2400.12,,,,,,,,,,,,,,,,,,
14-05-2025,10,09:45 - 10:00,7217.20,25581.20,4966.90,4966.90,2350.36,,,,,,,,,,,,,,,,,,
14-05-2025,11,10:00 - 10:15,7340.00,27240.30,5054.00,5054.00,2150.65,,,,,,,,,,,,,,,,,,
14-05-2025,11,10:15 - 10:30,7360.80,27544.70,5128.20,5128.20,2150.39,,,,,,,,,,,,,,,,,,
14-05-2025,11,10:30 - 10:45,7466.50,27458.50,5112.50,5112.50,2168.00,,,,,,,,,,,,,,,,,,
14-05-2025,11,10:45 - 11:00,7470.10,27851.50,5067.00,5067.00,2155.32,,,,,,,,,,,,,,,,,,
14-05-2025,12,11:00 - 11:15,7940.40,28673.30,5487.00,5487.00,2155.40,,,,,,,,,,,,,,,,,,
14-05-2025,12,11:15 - 11:30,7944.60,29810.60,5677.90,5677.90,2055.98,,,,,,,,,,,,,,,,,,
14-05-2025,12,11:30 - 11:45,7969.00,29234.50,5652.40,5652.40,2055.90,,,,,,,,,,,,,,,,,,
14-05-2025,12,11:45 - 12:00,7958.80,29141.60,5642.10,5642.10,2067.28,,,,,,,,,,,,,,,,,,
14-05-2025,13,12:00 - 12:15,7862.50,29505.40,5545.80,5545.80,2055.66,,,,,,,,,,,,,,,,,,
14-05-2025,13,12:15 - 12:30,7830.90,29378.00,5502.51,5502.51,2000.77,,,,,,,,,,,,,,,,,,
14-05-2025,13,12:30 - 12:45,7754.40,29225.80,5543.50,5543.50,2000.00,,,,,,,,,,,,,,,,,,
14-05-2025,13,12:45 - 13:00,7692.70,29454.40,5481.60,5481.60,1999.82,,,,,,,,,,,,,,,,,,
14-05-2025,14,13:00 - 13:15,7179.50,30185.70,4902.30,4902.30,1788.72,,,,,,,,,,,,,,,,,,
14-05-2025,14,13:15 - 13:30,6985.00,30532.40,4770.10,4770.10,1750.02,,,,,,,,,,,,,,,,,,
14-05-2025,14,13:30 - 13:45,7603.20,28997.90,5073.30,5073.30,1999.20,,,,,,,,,,,,,,,,,,
14-05-2025,14,13:45 - 14:00,7591.60,28610.70,4922.70,4922.70,1999.08,,,,,,,,,,,,,,,,,,
14-05-2025,15,14:00 - 14:15,8595.20,26916.10,4813.50,4813.50,2464.18,,,,,,,,,,,,,,,,,,
14-05-2025,15,14:15 - 14:30,8883.60,26280.00,4556.15,4556.15,2660.76,,,,,,,,,,,,,,,,,,
14-05-2025,15,14:30 - 14:45,9486.20,24894.80,4926.45,4926.45,2980.25,,,,,,,,,,,,,,,,,,
14-05-2025,15,14:45 - 15:00,10009.50,22755.10,5234.40,5234.40,3015.67,,,,,,,,,,,,,,,,,,
14-05-2025,16,15:00 - 15:15,10641.10,20208.50,5601.60,5601.60,3386.42,,,,,,,,,,,,,,,,,,
14-05-2025,16,15:15 - 15:30,10935.90,20067.70,5858.80,5858.80,3423.21,,,,,,,,,,,,,,,,,,
14-05-2025,16,15:30 - 15:45,11644.10,19108.60,6095.60,6095.60,3451.48,,,,,,,,,,,,,,,,,,
14-05-2025,16,15:45 - 16:00,11635.60,18946.90,6077.00,6077.00,3451.43,,,,,,,,,,,,,,,,,,
14-05-2025,17,16:00 - 16:15,11506.60,16419.50,5928.30,5928.30,3451.76,,,,,,,,,,,,,,,,,,
14-05-2025,17,16:15 - 16:30,11531.10,15678.60,5864.70,5864.70,3471.21,,,,,,,,,,,,,,,,,,
14-05-2025,17,16:30 - 16:45,11500.70,14815.00,5579.47,5579.47,3500.26,,,,,,,,,,,,,,,,,,
14-05-2025,17,16:45 - 17:00,11524.70,13378.80,5324.30,5324.30,3542.30,,,,,,,,,,,,,,,,,,
14-05-2025,18,17:00 - 17:15,10774.00,12018.70,4794.70,4794.70,3480.98,,,,,,,,,,,,,,,,,,
14-05-2025,18,17:15 - 17:30,11035.50,11061.70,4519.10,4519.10,3527.83,,,,,,,,,,,,,,,,,,
14-05-2025,18,17:30 - 17:45,11177.90,9712.50,4363.40,4363.40,3539.74,,,,,,,,,,,,,,,,,,
14-05-2025,18,17:45 - 18:00,10940.50,8999.30,4138.73,4138.73,3720.32,,,,,,,,,,,,,,,,,,
14-05-2025,19,18:00 - 18:15,10450.70,8803.50,4366.50,4366.50,3789.96,,,,,,,,,,,,,,,,,,
14-05-2025,19,18:15 - 18:30,10330.00,7755.90,3985.20,3985.20,3930.08,,,,,,,,,,,,,,,,,,
14-05-2025,19,18:30 - 18:45,10674.60,6371.30,3881.10,3881.10,4070.20,,,,,,,,,,,,,,,,,,
14-05-2025,19,18:45 - 19:00,10398.20,4877.10,3656.60,3656.60,4439.43,,,,,,,,,,,,,,,,,,
14-05-2025,20,19:00 - 19:15,12158.50,2035.50,2035.50,2035.50,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,20,19:15 - 19:30,13774.10,1749.20,1749.20,1749.20,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,20,19:30 - 19:45,14024.10,1639.30,1639.30,1639.30,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,20,19:45 - 20:00,14500.00,1337.20,1337.20,1337.20,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,21,20:00 - 20:15,14722.30,1738.10,1738.10,1738.10,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,21,20:15 - 20:30,15141.00,1729.00,1729.00,1729.00,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,21,20:30 - 20:45,15714.70,1460.00,1460.00,1460.00,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,21,20:45 - 21:00,15825.80,1471.10,1471.09,1471.09,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,22,21:00 - 21:15,18320.20,1478.60,1478.59,1478.59,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,22,21:15 - 21:30,17683.70,1584.00,1584.00,1584.00,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,22,21:30 - 21:45,18486.10,1545.30,1545.29,1545.29,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,22,21:45 - 22:00,18444.80,1504.30,1504.30,1504.30,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,23,22:00 - 22:15,19349.50,1485.80,1485.80,1485.80,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,23,22:15 - 22:30,19733.40,1261.60,1261.60,1261.60,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,23,22:30 - 22:45,20589.80,911.30,911.29,911.29,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,23,22:45 - 23:00,21191.20,948.60,948.60,948.60,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,24,23:00 - 23:15,20863.60,1010.40,1010.40,1010.40,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,24,23:15 - 23:30,21266.60,1031.30,1031.30,1031.30,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,24,23:30 - 23:45,20208.60,957.30,957.30,957.30,10000.00,,,,,,,,,,,,,,,,,,
14-05-2025,24,23:45 - 24:00,19926.10,1079.20,1079.20,1079.20,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,1,00:00 - 00:15,15093.70,1479.20,1479.20,1479.20,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,1,00:15 - 00:30,14709.00,1527.20,1527.20,1527.20,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,1,00:30 - 00:45,14400.70,1476.90,1476.90,1476.90,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,1,00:45 - 01:00,14013.20,1363.70,1363.70,1363.70,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,2,01:00 - 01:15,13800.10,1727.50,1727.50,1727.50,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,2,01:15 - 01:30,13287.10,1861.00,1861.00,1861.00,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,2,01:30 - 01:45,12866.70,2182.10,2182.10,2182.10,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,2,01:45 - 02:00,12932.40,2334.20,2334.19,2334.19,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,3,02:00 - 02:15,12482.50,3076.70,3057.20,3057.20,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,3,02:15 - 02:30,12241.80,3221.10,3201.60,3201.60,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,3,02:30 - 02:45,11969.40,3520.30,3500.80,3500.80,10000.00,,,,,,,,,,,,,,,,,,
15-05-2025,3,02:45 - 03:00,11775.90,3751.40,3500.51,3500.51,9246.92,,,,,,,,,,,,,,,,,,
15-05-2025,4,03:00 - 03:15,11364.10,4180.80,3256.00,3256.00,4999.46,,,,,,,,,,,,,,,,,,
15-05-2025,4,03:15 - 03:30,11299.50,4158.00,3214.80,3214.80,4999.22,,,,,,,,,,,,,,,,,,
15-05-2025,4,03:30 - 03:45,11071.40,4210.70,3190.40,3190.40,4600.12,,,,,,,,,,,,,,,,,,
15-05-2025,4,03:45 - 04:00,10854.70,4608.20,3052.00,3052.00,4476.57,,,,,,,,,,,,,,,,,,
15-05-2025,5,04:00 - 04:15,11163.10,5353.60,3448.70,3448.70,4450.79,,,,,,,,,,,,,,,,,,
15-05-2025,5,04:15 - 04:30,11459.70,5240.80,3544.50,3544.50,4569.45,,,,,,,,,,,,,,,,,,
15-05-2025,5,04:30 - 04:45,11849.90,5001.10,3628.70,3628.70,4591.28,,,,,,,,,,,,,,,,,,
15-05-2025,5,04:45 - 05:00,12103.50,5016.80,3606.10,3606.10,4591.31,,,,,,,,,,,,,,,,,,
15-05-2025,6,05:00 - 05:15,12355.20,6391.50,3802.30,3802.30,4387.24,,,,,,,,,,,,,,,,,,
15-05-2025,6,05:15 - 05:30,13045.20,6164.70,4160.40,4160.40,4579.32,,,,,,,,,,,,,,,,,,
15-05-2025,6,05:30 - 05:45,13013.10,6891.60,4196.10,4196.10,4417.75,,,,,,,,,,,,,,,,,,
15-05-2025,6,05:45 - 06:00,13019.60,7483.80,4295.60,4295.60,4379.03,,,,,,,,,,,,,,,,,,
15-05-2025,7,06:00 - 06:15,12413.50,7971.00,5135.70,5135.70,4409.84,,,,,,,,,,,,,,,,,,
15-05-2025,7,06:15 - 06:30,12044.30,8500.10,5213.10,5213.10,4289.60,,,,,,,,,,,,,,,,,,
15-05-2025,7,06:30 - 06:45,10715.30,9812.80,5165.10,5165.10,3900.46,,,,,,,,,,,,,,,,,,
15-05-2025,7,06:45 - 07:00,9754.90,10796.50,4864.40,4864.40,3769.34,,,,,,,,,,,,,,,,,,
15-05-2025,8,07:00 - 07:15,9076.00,12075.20,4261.40,4261.40,3565.52,,,,,,,,,,,,,,,,,,
15-05-2025,8,07:15 - 07:30,8590.00,13440.30,4408.80,4408.80,3451.59,,,,,,,,,,,,,,,,,,
15-05-2025,8,07:30 - 07:45,7563.60,15336.00,3874.70,3874.70,3269.65,,,,,,,,,,,,,,,,,,
15-05-2025,8,07:45 - 08:00,7516.70,17391.50,4088.92,4088.92,3000.09,,,,,,,,,,,,,,,,,,
15-05-2025,9,08:00 - 08:15,7754.80,20157.10,3741.00,3741.00,2569.50,,,,,,,,,,,,,,,,,,
15-05-2025,9,08:15 - 08:30,7844.00,22114.20,3783.10,3783.10,2500.86,,,,,,,,,,,,,,,,,,
15-05-2025,9,08:30 - 08:45,7970.50,23921.20,4204.30,4204.30,2499.92,,,,,,,,,,,,,,,,,,
15-05-2025,9,08:45 - 09:00,8133.00,25206.60,4545.60,4545.60,2400.75,,,,,,,,,,,,,,,,,,
15-05-2025,10,09:00 - 09:15,8246.40,24775.70,4422.60,4422.60,2500.17,,,,,,,,,,,,,,,,,,
15-05-2025,10,09:15 - 09:30,8271.40,24715.60,4292.50,4292.50,2500.49,,,,,,,,,,,,,,,,,,
15-05-2025,10,09:30 - 09:45,8282.80,25930.30,4540.10,4540.10,2500.02,,,,,,,,,,,,,,,,,,
15-05-2025,10,09:45 - 10:00,8350.20,26811.20,4925.00,4925.00,2400.39,,,,,,,,,,,,,,,,,,
15-05-2025,11,10:00 - 10:15,8282.70,27954.10,4820.60,4820.60,2400.15,,,,,,,,,,,,,,,,,,
15-05-2025,11,10:15 - 10:30,8357.70,28132.80,4856.80,4856.80,2400.22,,,,,,,,,,,,,,,,,,
15-05-2025,11,10:30 - 10:45,8261.20,27770.70,4555.80,4555.80,2400.59,,,,,,,,,,,,,,,,,,
15-05-2025,11,10:45 - 11:00,8311.10,28108.00,4548.80,4548.80,2400.67,,,,,,,,,,,,,,,,,,
15-05-2025,12,11:00 - 11:15,8406.80,28972.10,5147.20,5147.20,2400.51,,,,,,,,,,,,,,,,,,
15-05-2025,12,11:15 - 11:30,8423.60,29760.10,5609.40,5609.40,2071.97,,,,,,,,,,,,,,,,,,
15-05-2025,12,11:30 - 11:45,8460.00,29029.80,5646.30,5646.30,2155.23,,,,,,,,,,,,,,,,,,
15-05-2025,12,11:45 - 12:00,8578.60,28889.40,5722.10,5722.10,2400.01,,,,,,,,,,,,,,,,,,
15-05-2025,13,12:00 - 12:15,8620.20,28574.50,5639.19,5639.19,2400.16,,,,,,,,,,,,,,,,,,
15-05-2025,13,12:15 - 12:30,8666.20,28018.80,5505.00,5505.00,2400.44,,,,,,,,,,,,,,,,,,
15-05-2025,13,12:30 - 12:45,8717.10,27419.00,5278.30,5278.30,2400.84,,,,,,,,,,,,,,,,,,
15-05-2025,13,12:45 - 13:00,8722.00,27328.70,5215.80,5215.80,2400.94,,,,,,,,,,,,,,,,,,
15-05-2025,14,13:00 - 13:15,8675.50,28071.20,5322.00,5322.00,2400.45,,,,,,,,,,,,,,,,,,
15-05-2025,14,13:15 - 13:30,8504.60,28357.40,5317.40,5317.40,2400.23,,,,,,,,,,,,,,,,,,
15-05-2025,14,13:30 - 13:45,9203.10,27807.20,5393.50,5393.50,2400.87,,,,,,,,,,,,,,,,,,
15-05-2025,14,13:45 - 14:00,9100.50,26255.90,5453.40,5453.40,2400.62,,,,,,,,,,,,,,,,,,
